l1_category_group|l2_category|l3_sub_category|commodity_code_reference|labor_rights_risk|hse_risk|contr_manuf_contr_hse_gl|hse_risk_comment2|animal_welfare_risk|bribery_risk|bribery_risk_comment|contractor_safety_risk|ey_id|ey_source
Patient Groups|Patient Group Grants|Gral. Services incl. Advocacy|8805030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf? Please note that grants should only be given directly by Novartis and not by a Third Party on Novartis' behalf.|No|489|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|Patient Group Grants|Research|8805040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf? Please note that grants should only be given directly by Novartis and not by a Third Party on Novartis' behalf.|No|490|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|Patient Group Grants|Congress Attendance (EFPIA Hospitality)|8805050|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf? Please note that grants should only be given directly by Novartis and not by a Third Party on Novartis' behalf.|No|491|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|Patient Groups Consultancy|Consultancy, Speaker fee|8810010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf?|No|492|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|In-kind|Services|8815010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf?|No|493|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|In-kind|Own Material;Resources|8815020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf?|No|494|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|Patient Groups - Oth. Funding|Patient Groups - Other Funding Arrangements|8820010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf? Please note that grants should only be given directly by Novartis and not by a Third Party on Novartis' behalf.|No|495|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Eggs|SPF|SPF|9005010|Possibly problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|Possibly problem sector|No known problem in sector|""|No|496|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Eggs|Fertile|Fertile|9010010|Possibly problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|Possibly problem sector|No known problem in sector|""|No|497|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Financial Services and Expenses|Interest Charges|Interest Charges|9105010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|498|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Financial Services and Expenses|Exchange Gains and Losses|Exchange Gains and Losses|9110010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|499|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Financial Services and Expenses|Discounting Charges|Discounting Charges|9115010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|500|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Financial Services and Expenses|Banking Services|Banking Services|9120010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|501|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Financial Services and Expenses|Other 3rd party Financial Expenses|Other 3rd party Financial Expenses|9125010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|502|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Financial Services and Expenses|Interest Component of Finance Lease Payment|Interest Component of Finance Lease Payment|9130010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|503|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Employee and Social-Related Expenditure|Personnel Costs (other than recruitment and training)|Personnel Costs (other than recruitment and training)|9205010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|504|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Employee and Social-Related Expenditure|Social Welfare Expenses|Social Welfare Expenses|9210010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|505|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Employee and Social-Related Expenditure|Subscriptions and Membership Fees|Subscription and Membership Fees|9220010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|506|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Employee and Social-Related Expenditure|Subsistence Costs|Subsistence Costs|9225010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|507|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Government and Taxes|Government and Taxes|9305010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|508|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Commissions to 3rd Parties|Commissions to 3rd Parties|9310010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with government or healthcare professionals?|No|509|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Patents;Trademarks and Registration Fees|Patents;Trademarks and Registration Fees|9315010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|510|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Royalties to 3rd Parties|Royalties to 3rd Parties|9320010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with government or healthcare professionals?|No|511|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Entertainment Expenses|Entertainment Expenses for Guests|9325010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|512|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Co-promotion|Co-promotion|9340010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party is dealing with healthcare professionals on Novartis's behalf?|No|513|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Restructuring expenses|Restructuring expenses|9350010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|514|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Alliances Research Collaborations|Strategic Alliances Research Collaborations|9355010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with government or healthcare professionals?|No|515|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Alliances Research Collaborations|Operational Alliances Research Collaborations|9355020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with government or healthcare professionals?|No|516|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Health Authority Expenditures|Health Authority Expenditures|9360010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with government or healthcare professionals?|No|517|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Partnership agreements|Research Partnership agreements|9370010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with government or healthcare professionals?|No|518|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Partnership agreements|Non-Research Partnership agreements|9370020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing with government or healthcare professionals?|No|519|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Grants|Infrastructure Grants|9375010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals or public officials?|No|520|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Grants|Educational Grants|9375020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals or public officials?|No|521|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Grants|Professional Socitey Grants|9375030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals or public officials?|No|522|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Grants|Health Policy and Other Research Grants|9375040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals or public officials?|No|523|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Donations|Donations|9380010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals or public officials?|No|524|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Sponsoring|Sponsoring non-Healthcare related|9385010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals or public officials?|No|525|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Non-Supply Related Expenses|Other Funding Arrangements|Funding arrangements other than Grants, Donations or Sponsoring|9390010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals or public officials?|No|526|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Uncategorized Indirect Non-PO Spend|Other Consumables|Other Consumables|9410010|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|527|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Uncategorized Indirect Non-PO Spend|Other Services|Other Services|9420010|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|528|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Uncategorized Indirect Non-PO Spend|Supplier Rebates|Supplier Rebates|9430010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|529|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Business Development and Licensing|In Licensed Active Ingredients|BDL In Licensed Active Ingredients|9705200|Definitely problem sector|Definitely problem sector|No|""|Possibly problem sector|Possibly problem sector|if dealing, promoting or distributing on behalf of Novartis?|No|530|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Business Development and Licensing|In Licensed Galenical Forms other|BDL In Licensed Other Galencial Forms|9715200|Definitely problem sector|Definitely problem sector|No|""|Possibly problem sector|Possibly problem sector|if dealing, promoting or distributing on behalf of Novartis?|No|531|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Business Development and Licensing|In Licensed Galenical Forms other|BDL Distribution Agreements (trading FDF to 3rd parties)|9715210|Definitely problem sector|Definitely problem sector|No|""|Possibly problem sector|Possibly problem sector|if dealing, promoting or distributing on behalf of Novartis?|No|532|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Business Development and Licensing|In Licensed Solid Forms|BDL Solids|9760200|Definitely problem sector|Definitely problem sector|No|""|Possibly problem sector|Possibly problem sector|if dealing, promoting or distributing on behalf of Novartis?|No|533|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Business Development and Licensing|In Licensed Semi Solid Forms|BDL Semi Solids|9765200|Definitely problem sector|Definitely problem sector|No|""|Possibly problem sector|Possibly problem sector|if dealing, promoting or distributing on behalf of Novartis?|No|534|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
